Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
URY,Uruguay,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,63.81,63.83,64.03,64.34,65.25,66.71,67.31,68.3,67.09,67.44,67.62,67.68,68.48,69.08,69.43,68.35,68.35,68.35,68.35
URY,Uruguay,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,16.73,17.8,18.73,18.85,18.85,18.89,19.95,22.98,22.98,22.99,22.99,23.81,24.03,24.03,24.03
URY,Uruguay,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
URY,Uruguay,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,14.49,14.49,14.49,14.49,15.13,16.06,17.14,17.14,17.14,17.17,17.84,19.78,19.78,19.78,19.78,20.63,20.63,20.63
URY,Uruguay,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,14.38,14.38,14.38,14.38,15.01,15.95,17.03,17.03,17.03,17.06,17.73,19.67,19.67,19.67,19.67,20.53,20.53,20.53
URY,Uruguay,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,7.41,5.97,5.55,5.36,4.7,3.83,4.17,3.6,3.59,3.91,4.7,4.63,5.69,6.18,6.18,6.18
URY,Uruguay,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,57,58.13,59.85,61.72,63.69,65.61,67.4,68.63,68.72,69.38,70.37,72.27,72.74,73.65,74.83,75.46,76.66,77.93,78.73,79.97,80.97,81.92,82.73,83.65,84.46,84.46,84.46,84.46
URY,Uruguay,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,52.27,52.9,53.47,54.2,55.01,55.82,56.52,56.68,56.37,56.62,57.11,57.73,57.52,57.81,58.28,58.08,58.38,58.71,59.02,59.72,60.16,60.56,60.89,61.34,61.75,61.75,61.75,61.75
URY,Uruguay,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,36.63,41.8,34.32,28.53,44.75,41.58,37.2,42.04,32.38,34.73,34.22,35.51,46.03,45.49,40.31,36.41,36.41,36.41,36.41
URY,Uruguay,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
URY,Uruguay,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
URY,Uruguay,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,55.31,55.31,55.31,47.85,39.18,37.34,36.71,37.1,37.18,43.56,48.86,54.36,32.49,33.4,29.51,24.16,24.16,26.94,25.57,24.7,30.42,27.58,29.08,31.26,37.26,37.33,37.33,37.33
URY,Uruguay,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15
USA,United States,YALE.EPI.ACD,Environmental Performance Index: Acidification,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
USA,United States,YALE.EPI.AGR,Environmental Performance Index: Agriculture,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4
USA,United States,YALE.EPI.AIR,Environmental Performance Index: Air Quality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
USA,United States,YALE.EPI.BCA,Environmental Performance Index: Adjusted emissions growth rate for black carbon,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,93.04,79.4,76.29,82.89,90.66,100,100,100,100,100,100,100,100,100,100,100,100
USA,United States,YALE.EPI.BDH,Environmental Performance Index: Biodiversity & Habitat,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6
USA,United States,YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29
USA,United States,YALE.EPI.CCH,Environmental Performance Index: Climate Change,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
USA,United States,YALE.EPI.CDA,Environmental Performance Index: Adjusted emissions growth rate for carbon dioxide,-,-,-,-,40.02,40.02,40.02,40.02,40.02,38.99,40.09,41.2,42.21,42.96,44.08,45.86,46.62,48.77,52.56,53.93,57.8,63.26,66.52,66,64.02,64.41,61.96,56.83,57.84,57.84,57.84,57.84
USA,United States,YALE.EPI.CHA,Environmental Performance Index: Adjusted emissions growth rate for methane,-,-,-,-,61.45,61.45,61.45,61.45,61.45,65.32,71.09,76.66,79.36,78.69,77.11,71.12,62.88,54.27,52.84,52.86,53.97,57.89,61.87,64.79,68.52,71.45,69.21,59.07,53.34,53.34,53.34,53.34
USA,United States,YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,32.1,34.22,35.88,36.67,40.83,41.51,45.04,45.73,45.9,48.16,48.45,48.47,50.07,50.05,51.28,54.92,54.92,54.92,54.92
USA,United States,YALE.EPI.ECO,Environmental Performance Index: Ecosystem Vitality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4
USA,United States,YALE.EPI.ECS,Environmental Performance Index: Ecosystem Services,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1
USA,United States,YALE.EPI.EPI,Environmental Performance Index,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1
USA,United States,YALE.EPI.FGA,Environmental Performance Index: Adjusted emissions growth rate for F-gases,-,-,-,-,52.85,52.85,52.85,52.85,52.85,45.94,42.15,40.06,41.58,43.49,45.47,46.98,49.2,50.11,49.8,48.14,49.7,52.77,57.83,62.51,67.2,71.78,75.83,79.74,81.74,81.74,81.74,81.74
USA,United States,YALE.EPI.FSH,Environmental Performance Index: Fisheries,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2
USA,United States,YALE.EPI.FSS,Environmental Performance Index: Fish Stock Status,-,-,-,-,30.24,28.99,30.3,25.13,26.08,25.7,31.06,30.99,34.27,32.76,32.02,27.39,21.71,18.51,13.5,19.77,24.6,31.07,26.38,25.94,29.6,34.62,33.79,27.06,27.06,27.06,27.06,27.06
USA,United States,YALE.EPI.FTD,Environmental Performance Index: Fish caught by trawling,-,-,-,-,8.11,7.91,8.38,8.64,9.33,8.58,8.48,8.27,8.45,8.08,8.87,9.24,9.39,8.79,8.95,8.92,9.4,9.66,9.85,10.04,10.06,9.71,9.74,10,10,10,10,10
USA,United States,YALE.EPI.GHN,Environmental Performance Index: Projected GHG Emissions in 2050,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,United States,YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,2.52,1.98,2.71,3.91,3.73,3.59,4.3,5.25,5.54,4.87,5.7,5.7,5.7,5.7
USA,United States,YALE.EPI.GIB,Environmental Performance Index: Greenhouse gas intensity growth rate,-,-,-,-,53.54,53.54,53.54,53.54,53.54,55.72,57.23,57.67,57.21,56.8,56.47,56.63,55.13,54.51,55.18,53.89,53.96,55.2,55.13,54.56,55.7,58.75,60.27,59.98,61.2,61.2,61.2,61.2
USA,United States,YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,47.99,47.99,47.99,48.85,49.85,49.03,52.99,58.2,57.69,57.69,61.64,62.21,61.78,57.97,56.05,57.75,59.91,61.4,64.45,62.05,59.26,51.45,48.95,49.73,51.47,52.46,52.46,52.46
USA,United States,YALE.EPI.H2O,Environmental Performance Index: Sanitation & Drinking Water,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1
USA,United States,YALE.EPI.HAD,Environmental Performance Index: Household solid fuels,-,-,-,-,86.58,86.94,87.27,87.52,87.74,88.04,88.4,88.8,89.29,89.91,90.33,90.85,91.43,91.98,92.58,93.21,93.69,94.19,94.71,95.18,95.63,96.14,96.65,96.93,97.21,97.21,97.21,97.21
USA,United States,YALE.EPI.HLT,Environmental Performance Index: Environmental Health,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8
USA,United States,YALE.EPI.HMT,Environmental Performance Index: Heavy Metals,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1
USA,United States,YALE.EPI.LCB,Environmental Performance Index: Growth rate in carbon dioxide emissions from land cover,-,-,-,-,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,71.36,71.81,76.8,73.56,68.14,60.16,50.7,50.7,50.7,50.7,50.7,50.7
USA,United States,YALE.EPI.MPA,Environmental Performance Index: Marine protected areas,-,-,-,-,10.17,10.17,10.17,10.17,10.19,10.19,10.19,10.38,10.38,10.39,10.4,10.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
USA,United States,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95
USA,United States,YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,59.65,59.65,59.65,59.65,59.65,62.69,69.28,74.87,81.43,85.16,89.98,89.46,83.36,82.27,85.01,82.58,82.77,85.33,82.43,78.87,77.24,74.45,71.02,69.49,73.64,73.64,73.64,73.64
USA,United States,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,0,0,0,0,0,0,0,0,0,2.38,2.7,4.13,5.42,6.57,7.4,8.72,9.22,9.78,10.9,11.12,11.31,12.64,13.55,14.44,15.21,15.21,15.21,15.21
USA,United States,YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,88.23,88.23,88.23,88.23,88.23,91.45,96.22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
USA,United States,YALE.EPI.OCP,Environmental Performance Index: Ocean Plastics,-,-,-,-,1.29,1.23,1.17,1.12,1.06,1,0.95,0.89,0.83,0.77,0.72,0.64,0.56,0.48,0.4,0.32,0.93,1.53,2.14,2.75,3.35,4.78,6.2,7.63,9.05,10.48,10.48,10.48
USA,United States,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,29.15,29.12,28.27,27.01,26.5,27.17,27.43,27.49,28.61,29.18,28.73,27.97,28.96,30.56,31.68,32.06,30.64,31.57,32.71,34.61,34.94,35.23,35.93,36.22,36.71,36.71,36.71,36.71
USA,United States,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,13.02,13.02,13.02,13.02,13.02,13.02,13.03,13.05,13.06,13.07,13.08,13.5,13.91,14.33,14.75,15.16,15.16,15.42,15.42,15.6,15.6,15.71,15.47,15.24,15.01,14.78,14.78,14.78
USA,United States,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,54.81,55.7,56.59,57.29,57.85,58.63,59.4,60.18,61.15,62.44,63.29,64.39,65.6,66.58,67.65,68.73,69.42,70.21,70.93,71.62,72.27,72.86,73.78,74.3,75.05,75.05,75.05,75.05
USA,United States,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
USA,United States,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,43,43.97,45,45.88,46.55,47.43,48.31,49.25,50.45,52.13,53.26,54.88,56.91,58.84,60.99,63.16,64.65,66.26,67.79,69.27,70.63,72.48,74.2,74.46,74.64,74.64,74.64,74.64
USA,United States,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,13.57,13.61,13.64,13.68,13.71,13.75,13.76,13.77,13.78,13.79,13.8,13.9,14,14.1,14.2,14.3,14.36,14.42,14.47,14.53,14.59,14.64,14.69,14.74,14.79,14.84,14.84,14.84
USA,United States,YALE.EPI.RMS,Environmental Performance Index: Marine Trophic Index,-,-,-,-,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98
USA,United States,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
USA,United States,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,99.18,98.44,97.25,96.58,95.54,93.68,91.23,89.9,88.71,87.67,86.26,84.92,84.03,84.03,84.03,84.03,84.03,84.03,84.03,84.03,84.03
USA,United States,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,67.84,71.57,72.33,73.09,72.43,74.48,72.9,71.31,73.14,76.38,75.88,73.23,76.33,76.97,79.93,78.07,74.83,77.43,77.46,79.24,71.94,71.94,71.94,71.94,71.94,71.94,71.94,71.94
USA,United States,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,14.76,16.02,17.93,19.88,21.9,24.22,27.1,27.6,28.01,29.25,29.82,30.28,31.4,32.54,33.69,34.67,34.67,34.67,34.67
USA,United States,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,32.46,32.85,33.03,33.24,33.51,34.5,34.99,35.16,35.61,35.69,35.84,36.07,36.17,36.28,36.7,36.91,37,37.12,37.21,37.52,37.68,37.78,37.81,37.83,38.01,38.01,44.5,44.5
USA,United States,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89
USA,United States,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,58.92,59.01,59.22,59.46,59.67,59.89,60.56,60.88,60.97,61.03,61.09,61.18,61.47,61.57,61.72,62.05,62.15,62.2,62.26,62.47,62.87,63.18,63.24,63.25,63.26,63.38,63.38,63.38
USA,United States,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,51.17,51.27,51.52,51.69,51.89,52.08,52.89,53.13,53.22,53.31,53.37,53.46,53.72,53.81,53.91,54.31,54.4,54.45,54.51,54.64,55,55.16,55.26,55.27,55.28,55.54,55.54,55.54
USA,United States,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04,9.04,8.72,8.27,9.22,9.7,10.61,11.1,11.57,11.4,11.22,10.56,10.18,9.83,9.48,9.76,9.76,9.76
USA,United States,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,77.45,77.81,78.21,78.62,78.92,79.13,79.29,79.31,79.21,79.03,78.64,78.24,78.21,78.43,78.9,79.42,79.67,79.98,80.31,80.61,81,81.42,81.61,81.49,81.36,81.36,81.36,81.36
USA,United States,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,79.65,79.8,79.97,80.15,80.22,80.2,81.42,82.5,83.46,84.3,84.95,85.23,85.74,86.36,87.1,87.89,87.99,88.19,88.4,88.59,88.86,89.08,89.3,89.4,89.32,89.32,89.32,89.32
USA,United States,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,38.08,38.08,38.08,38.08,38.08,38.08,38.08,38.08,38.08,38.07,36.68,34.42,35.09,36.91,40.9,35.23,35.42,34.6,38.73,36.01,32.58,31.73,34.64,35.16,34.78,34.78,34.78,34.78
USA,United States,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3
USA,United States,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9
USA,United States,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,20.43,20.43,20.43,15,9.28,5.31,3.02,2.36,2.39,3.27,7.04,10.51,13.02,16.73,22.64,24.37,30.83,33.97,36.35,64.25,64.25,58.81,48.49,49.82,50.02,50.02,50.02,50.02
USA,United States,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89
UZB,Uzbekistan,YALE.EPI.ACD,Environmental Performance Index: Acidification,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6
UZB,Uzbekistan,YALE.EPI.AGR,Environmental Performance Index: Agriculture,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2
UZB,Uzbekistan,YALE.EPI.AIR,Environmental Performance Index: Air Quality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
UZB,Uzbekistan,YALE.EPI.BCA,Environmental Performance Index: Adjusted emissions growth rate for black carbon,-,-,-,-,70.95,70.95,70.95,70.95,70.95,72.49,66.76,71.59,68.43,67.82,89.43,100,100,100,100,100,100,100,100,94.25,97.13,100,100,100,100,100,100,100
UZB,Uzbekistan,YALE.EPI.BDH,Environmental Performance Index: Biodiversity & Habitat,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8
UZB,Uzbekistan,YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58,45.58
UZB,Uzbekistan,YALE.EPI.CCH,Environmental Performance Index: Climate Change,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3
UZB,Uzbekistan,YALE.EPI.CDA,Environmental Performance Index: Adjusted emissions growth rate for carbon dioxide,-,-,-,-,50.24,50.24,50.24,50.24,50.24,47.26,40.19,36.83,33.39,33.77,39.73,44.27,49.69,50.54,58.76,69.14,71.62,65.8,63.68,64.23,68.82,66.87,63.42,52.57,51.61,51.61,51.61,51.61
UZB,Uzbekistan,YALE.EPI.CHA,Environmental Performance Index: Adjusted emissions growth rate for methane,-,-,-,-,16.87,16.87,16.87,16.87,16.87,18.44,17.75,15.42,17.2,17.69,14.56,10.11,13.32,12.41,24.65,34.77,38.63,35.08,36.38,39.59,39.51,37.51,39.6,36.97,41.13,41.13,41.13,41.13
UZB,Uzbekistan,YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,48.39,48,49.56,49.22,49.87,53.08,50.23,52.07,48.2,51.54,50.88,51.19,51.38,50.49,51.95,50.99,50.99,50.99,50.99
UZB,Uzbekistan,YALE.EPI.ECO,Environmental Performance Index: Ecosystem Vitality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
UZB,Uzbekistan,YALE.EPI.ECS,Environmental Performance Index: Ecosystem Services,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7
UZB,Uzbekistan,YALE.EPI.EPI,Environmental Performance Index,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2
UZB,Uzbekistan,YALE.EPI.FGA,Environmental Performance Index: Adjusted emissions growth rate for F-gases,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,13.25,0,0,0,0,0,0,12.99,30.51,51.44,51.44,51.44,51.44
UZB,Uzbekistan,YALE.EPI.GHN,Environmental Performance Index: Projected GHG Emissions in 2050,-,-,-,-,20.59,20.59,20.59,20.59,20.59,18.16,15.75,14.28,13.79,13.98,15.15,15.67,17.28,16.77,20.44,23.34,22.51,20.13,20.4,21.05,21.95,21.2,20.93,18.47,18.78,18.78,18.78,18.78
UZB,Uzbekistan,YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,38.78,38.36,38.28,36.45,36.56,36.62,35.96,34.39,35.36,35.95,36.83,36.13,37.25,36.01,40.53,41.36,39.62,38.93,40.88,42.21,42.96,42.95,43.33,42.83,43.16,43.16,43.16,43.16
UZB,Uzbekistan,YALE.EPI.GIB,Environmental Performance Index: Greenhouse gas intensity growth rate,-,-,-,-,18.25,18.25,18.25,18.25,18.25,23.91,30.85,36.1,41.04,47.47,57.26,64.82,76.92,83.61,98.45,100,100,100,100,100,100,100,100,95.34,93.77,93.77,93.77,93.77
UZB,Uzbekistan,YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,43.27,43.27,43.27,39.24,36.17,42.19,38.05,34.71,37.38,41.15,41.15,47.23,100,100,100,100,100,100,100,100,86.06,86.06,57.88,49.61,49.61,49.84,49.84,49.84
UZB,Uzbekistan,YALE.EPI.H2O,Environmental Performance Index: Sanitation & Drinking Water,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1
UZB,Uzbekistan,YALE.EPI.HAD,Environmental Performance Index: Household solid fuels,-,-,-,-,16.62,16.83,17.46,18.02,18.65,18.87,19.16,19.29,19.42,19.59,19.66,20.51,21.32,22.1,23.05,23.82,24.52,25.37,26.43,27.47,28.49,29.61,30.65,31.65,32.67,32.67,32.67,32.67
UZB,Uzbekistan,YALE.EPI.HLT,Environmental Performance Index: Environmental Health,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5
UZB,Uzbekistan,YALE.EPI.HMT,Environmental Performance Index: Heavy Metals,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3
UZB,Uzbekistan,YALE.EPI.LCB,Environmental Performance Index: Growth rate in carbon dioxide emissions from land cover,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,82.89,55.71,49.28,43.1,54.39,52.06,56.04,56.04,56.04,56.04,56.04,56.04
UZB,Uzbekistan,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
UZB,Uzbekistan,YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,75.59,75.59,75.59,75.59,75.59,52.64,22.91,19.2,25.13,39.52,53.81,73.52,64.96,54.43,42.29,31.83,24.65,19.29,13.96,15.11,16.92,17.51,21.28,25.74,30.14,30.14,30.14,30.14
UZB,Uzbekistan,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,6.52,5.42,6.15,7.63,7.27,9.07,9.49,9.53,8.78,9.41,7.92,8.79,7.88,7.47,7.62,6.66,6.66,6.66,6.66
UZB,Uzbekistan,YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,86.14,86.14,86.14,86.14,86.14,95.23,100,93.51,79.74,69.12,75.69,79.98,82.09,84.45,88.59,93.08,92.12,87.11,82.6,77.25,79.91,83.37,84.91,81.82,83.74,83.74,83.74,83.74
UZB,Uzbekistan,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,19.06,18.9,19.74,20.15,20.36,20.31,22.9,24.33,24.46,25.44,25.93,29.28,28.44,29.79,33.25,36.97,37.6,37.25,36.85,38.51,37.47,36.05,34.06,36.66,36.88,36.88,36.88,36.88
UZB,Uzbekistan,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,0.46,0.46,0.46,0.46,0.46,0.46,0.52,0.57,0.63,0.68,0.73,0.84,0.94,1.05,1.16,1.26,1.26,1.61,1.61,1.67,1.67,1.68,3.65,5.61,7.58,9.55,9.55,9.55
UZB,Uzbekistan,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,27.91,26.73,26.42,25.86,25.41,24.01,23.08,21.99,20.99,20.16,19.02,19.71,20.28,20.38,20.92,21.04,20.96,21.17,21.83,22.42,23.01,24.03,24.97,26,27.32,27.32,27.32,27.32
UZB,Uzbekistan,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3
UZB,Uzbekistan,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,Uzbekistan,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,30.47,30.56,30.65,30.74,30.83,30.92,30.96,31.01,31.05,31.1,31.14,31.14,31.13,31.13,31.12,31.12,31.17,31.22,31.26,31.31,31.36,31.41,31.47,31.52,31.58,31.63,31.63,31.63
UZB,Uzbekistan,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,86.68,86.68,86.68,86.68,86.68,100,100,100,94.77,86.31,89.12,85.75,83.45,76.18,82.51,91.73,100,85.12,63.87,52.97,48.33,44.34,38.3,28.01,29.44,29.44,29.44,29.44
UZB,Uzbekistan,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,98.37,90.64,89.15,87.67,86.48,84.4,83.36,78.45,80.24,78.31,77.12,76.23,75.33,75.33,75.33,75.33,75.33,75.33,75.33,75.33,75.33
UZB,Uzbekistan,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,44.49,48.94,35.13,35.58,38.36,35.88,40.04,51.25,39.97,47.75,46.6,49.81,51.06,49.81,49.31,48.02,47.65,48.85,48.36,47.92,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53
